'Time and date','EEG O1'
'hh:mm:ss.mmm dd/mm/yyyy','uV'
'[23:27:16.294 06/02/2013]',3.000
'[23:27:16.295 06/02/2013]',2.844
'[23:27:16.295 06/02/2013]',2.719
'[23:27:16.296 06/02/2013]',2.563
'[23:27:16.296 06/02/2013]',2.406
'[23:27:16.297 06/02/2013]',2.219
'[23:27:16.297 06/02/2013]',2.031
'[23:27:16.298 06/02/2013]',1.844
'[23:27:16.298 06/02/2013]',1.625
'[23:27:16.299 06/02/2013]',1.406
'[23:27:16.299 06/02/2013]',1.156
'[23:27:16.300 06/02/2013]',0.906
'[23:27:16.300 06/02/2013]',0.625
'[23:27:16.301 06/02/2013]',0.344
'[23:27:16.301 06/02/2013]',0.063
'[23:27:16.302 06/02/2013]',-0.188
'[23:27:16.302 06/02/2013]',-0.500
'[23:27:16.303 06/02/2013]',-0.813
'[23:27:16.303 06/02/2013]',-1.125
'[23:27:16.304 06/02/2013]',-1.469
'[23:27:16.304 06/02/2013]',-1.813
'[23:27:16.305 06/02/2013]',-2.156
'[23:27:16.305 06/02/2013]',-2.500
'[23:27:16.306 06/02/2013]',-2.844
'[23:27:16.306 06/02/2013]',-3.188
'[23:27:16.307 06/02/2013]',-3.531
'[23:27:16.307 06/02/2013]',-3.844
'[23:27:16.308 06/02/2013]',-4.188
'[23:27:16.308 06/02/2013]',-4.500
'[23:27:16.309 06/02/2013]',-4.813
'[23:27:16.309 06/02/2013]',-5.094
'[23:27:16.310 06/02/2013]',-5.406
'[23:27:16.310 06/02/2013]',-5.688
'[23:27:16.311 06/02/2013]',-5.938
'[23:27:16.311 06/02/2013]',-6.188
'[23:27:16.312 06/02/2013]',-6.438
'[23:27:16.312 06/02/2013]',-6.656
'[23:27:16.313 06/02/2013]',-6.875
'[23:27:16.313 06/02/2013]',-7.094
'[23:27:16.313 06/02/2013]',-7.281
'[23:27:16.314 06/02/2013]',-7.500
'[23:27:16.314 06/02/2013]',-7.688
'[23:27:16.315 06/02/2013]',-7.844
'[23:27:16.315 06/02/2013]',-8.031
'[23:27:16.316 06/02/2013]',-8.219
'[23:27:16.316 06/02/2013]',-8.406
'[23:27:16.317 06/02/2013]',-8.563
'[23:27:16.317 06/02/2013]',-8.750
'[23:27:16.318 06/02/2013]',-8.938
'[23:27:16.318 06/02/2013]',-9.156
'[23:27:16.319 06/02/2013]',-9.344
'[23:27:16.319 06/02/2013]',-9.563
'[23:27:16.320 06/02/2013]',-9.781
'[23:27:16.320 06/02/2013]',-10.000
'[23:27:16.321 06/02/2013]',-10.250
'[23:27:16.321 06/02/2013]',-10.469
'[23:27:16.322 06/02/2013]',-10.750
'[23:27:16.322 06/02/2013]',-11.000
'[23:27:16.323 06/02/2013]',-11.281
'[23:27:16.323 06/02/2013]',-11.531
'[23:27:16.324 06/02/2013]',-11.813
'[23:27:16.324 06/02/2013]',-12.094
'[23:27:16.325 06/02/2013]',-12.406
'[23:27:16.325 06/02/2013]',-12.688
'[23:27:16.326 06/02/2013]',-12.969
'[23:27:16.326 06/02/2013]',-13.250
'[23:27:16.327 06/02/2013]',-13.531
'[23:27:16.327 06/02/2013]',-13.813
'[23:27:16.328 06/02/2013]',-14.094
'[23:27:16.328 06/02/2013]',-14.375
'[23:27:16.329 06/02/2013]',-14.625
'[23:27:16.329 06/02/2013]',-14.875
'[23:27:16.330 06/02/2013]',-15.094
'[23:27:16.330 06/02/2013]',-15.313
'[23:27:16.331 06/02/2013]',-15.531
'[23:27:16.331 06/02/2013]',-15.719
'[23:27:16.332 06/02/2013]',-15.906
'[23:27:16.332 06/02/2013]',-16.063
'[23:27:16.333 06/02/2013]',-16.188
'[23:27:16.333 06/02/2013]',-16.313
'[23:27:16.333 06/02/2013]',-16.406
'[23:27:16.334 06/02/2013]',-16.469
'[23:27:16.334 06/02/2013]',-16.500
'[23:27:16.335 06/02/2013]',-16.500
'[23:27:16.335 06/02/2013]',-16.500
'[23:27:16.336 06/02/2013]',-16.438
'[23:27:16.336 06/02/2013]',-16.375
'[23:27:16.337 06/02/2013]',-16.281
'[23:27:16.337 06/02/2013]',-16.156
'[23:27:16.338 06/02/2013]',-16.000
'[23:27:16.338 06/02/2013]',-15.813
'[23:27:16.339 06/02/2013]',-15.594
'[23:27:16.339 06/02/2013]',-15.344
'[23:27:16.340 06/02/2013]',-15.063
'[23:27:16.340 06/02/2013]',-14.750
'[23:27:16.341 06/02/2013]',-14.438
'[23:27:16.341 06/02/2013]',-14.094
'[23:27:16.342 06/02/2013]',-13.719
'[23:27:16.342 06/02/2013]',-13.313
'[23:27:16.343 06/02/2013]',-12.906
'[23:27:16.343 06/02/2013]',-12.469
'[23:27:16.344 06/02/2013]',-12.031
'[23:27:16.344 06/02/2013]',-11.563
'[23:27:16.345 06/02/2013]',-11.125
'[23:27:16.345 06/02/2013]',-10.656
'[23:27:16.346 06/02/2013]',-10.188
'[23:27:16.346 06/02/2013]',-9.719
'[23:27:16.347 06/02/2013]',-9.250
'[23:27:16.347 06/02/2013]',-8.813
'[23:27:16.348 06/02/2013]',-8.375
'[23:27:16.348 06/02/2013]',-7.938
'[23:27:16.349 06/02/2013]',-7.563
'[23:27:16.349 06/02/2013]',-7.188
'[23:27:16.350 06/02/2013]',-6.813
'[23:27:16.350 06/02/2013]',-6.500
'[23:27:16.351 06/02/2013]',-6.219
'[23:27:16.351 06/02/2013]',-5.969
'[23:27:16.352 06/02/2013]',-5.719
'[23:27:16.352 06/02/2013]',-5.531
'[23:27:16.353 06/02/2013]',-5.375
'[23:27:16.353 06/02/2013]',-5.281
'[23:27:16.354 06/02/2013]',-5.188
'[23:27:16.354 06/02/2013]',-5.156
'[23:27:16.354 06/02/2013]',-5.125
'[23:27:16.355 06/02/2013]',-5.156
'[23:27:16.355 06/02/2013]',-5.219
'[23:27:16.356 06/02/2013]',-5.281
'[23:27:16.356 06/02/2013]',-5.406
'[23:27:16.357 06/02/2013]',-5.563
'[23:27:16.357 06/02/2013]',-5.719
'[23:27:16.358 06/02/2013]',-5.906
'[23:27:16.358 06/02/2013]',-6.125
'[23:27:16.359 06/02/2013]',-6.344
'[23:27:16.359 06/02/2013]',-6.563
'[23:27:16.360 06/02/2013]',-6.813
'[23:27:16.360 06/02/2013]',-7.094
'[23:27:16.361 06/02/2013]',-7.344
'[23:27:16.361 06/02/2013]',-7.625
'[23:27:16.362 06/02/2013]',-7.875
'[23:27:16.362 06/02/2013]',-8.156
'[23:27:16.363 06/02/2013]',-8.438
'[23:27:16.363 06/02/2013]',-8.688
'[23:27:16.364 06/02/2013]',-8.969
'[23:27:16.364 06/02/2013]',-9.219
'[23:27:16.365 06/02/2013]',-9.469
'[23:27:16.365 06/02/2013]',-9.688
'[23:27:16.366 06/02/2013]',-9.938
'[23:27:16.366 06/02/2013]',-10.156
'[23:27:16.367 06/02/2013]',-10.344
'[23:27:16.367 06/02/2013]',-10.531
'[23:27:16.368 06/02/2013]',-10.719
'[23:27:16.368 06/02/2013]',-10.875
'[23:27:16.369 06/02/2013]',-11.000
'[23:27:16.369 06/02/2013]',-11.125
'[23:27:16.370 06/02/2013]',-11.219
'[23:27:16.370 06/02/2013]',-11.313
'[23:27:16.371 06/02/2013]',-11.375
'[23:27:16.371 06/02/2013]',-11.406
'[23:27:16.372 06/02/2013]',-11.406
'[23:27:16.372 06/02/2013]',-11.406
'[23:27:16.373 06/02/2013]',-11.375
'[23:27:16.373 06/02/2013]',-11.313
'[23:27:16.374 06/02/2013]',-11.219
'[23:27:16.374 06/02/2013]',-11.094
'[23:27:16.375 06/02/2013]',-10.969
'[23:27:16.375 06/02/2013]',-10.813
'[23:27:16.375 06/02/2013]',-10.625
'[23:27:16.376 06/02/2013]',-10.406
'[23:27:16.376 06/02/2013]',-10.188
'[23:27:16.377 06/02/2013]',-9.938
'[23:27:16.377 06/02/2013]',-9.688
'[23:27:16.378 06/02/2013]',-9.406
'[23:27:16.378 06/02/2013]',-9.125
'[23:27:16.379 06/02/2013]',-8.813
'[23:27:16.379 06/02/2013]',-8.531
'[23:27:16.380 06/02/2013]',-8.219
'[23:27:16.380 06/02/2013]',-7.938
'[23:27:16.381 06/02/2013]',-7.625
'[23:27:16.381 06/02/2013]',-7.344
'[23:27:16.382 06/02/2013]',-7.063
'[23:27:16.382 06/02/2013]',-6.813
'[23:27:16.383 06/02/2013]',-6.563
'[23:27:16.383 06/02/2013]',-6.344
'[23:27:16.384 06/02/2013]',-6.156
'[23:27:16.384 06/02/2013]',-5.969
'[23:27:16.385 06/02/2013]',-5.813
'[23:27:16.385 06/02/2013]',-5.688
'[23:27:16.386 06/02/2013]',-5.594
'[23:27:16.386 06/02/2013]',-5.500
'[23:27:16.387 06/02/2013]',-5.469
'[23:27:16.387 06/02/2013]',-5.438
'[23:27:16.388 06/02/2013]',-5.438
'[23:27:16.388 06/02/2013]',-5.469
'[23:27:16.389 06/02/2013]',-5.531
'[23:27:16.389 06/02/2013]',-5.594
'[23:27:16.390 06/02/2013]',-5.688
'[23:27:16.390 06/02/2013]',-5.781
'[23:27:16.391 06/02/2013]',-5.875
'[23:27:16.391 06/02/2013]',-6.000
'[23:27:16.392 06/02/2013]',-6.094
'[23:27:16.392 06/02/2013]',-6.219
'[23:27:16.393 06/02/2013]',-6.313
'[23:27:16.393 06/02/2013]',-6.406
'[23:27:16.394 06/02/2013]',-6.469
'[23:27:16.394 06/02/2013]',-6.563
'[23:27:16.395 06/02/2013]',-6.594
'[23:27:16.395 06/02/2013]',-6.625
'[23:27:16.396 06/02/2013]',-6.625
'[23:27:16.396 06/02/2013]',-6.594
'[23:27:16.396 06/02/2013]',-6.531
'[23:27:16.397 06/02/2013]',-6.469
'[23:27:16.397 06/02/2013]',-6.344
'[23:27:16.398 06/02/2013]',-6.219
'[23:27:16.398 06/02/2013]',-6.063
'[23:27:16.399 06/02/2013]',-5.875
'[23:27:16.399 06/02/2013]',-5.656
'[23:27:16.400 06/02/2013]',-5.406
'[23:27:16.400 06/02/2013]',-5.156
'[23:27:16.401 06/02/2013]',-4.875
'[23:27:16.401 06/02/2013]',-4.563
'[23:27:16.402 06/02/2013]',-4.250
'[23:27:16.402 06/02/2013]',-3.938
'[23:27:16.403 06/02/2013]',-3.594
'[23:27:16.403 06/02/2013]',-3.250
'[23:27:16.404 06/02/2013]',-2.906
'[23:27:16.404 06/02/2013]',-2.563
'[23:27:16.405 06/02/2013]',-2.219
'[23:27:16.405 06/02/2013]',-1.875
'[23:27:16.406 06/02/2013]',-1.563
'[23:27:16.406 06/02/2013]',-1.250
'[23:27:16.407 06/02/2013]',-0.938
'[23:27:16.407 06/02/2013]',-0.656
'[23:27:16.408 06/02/2013]',-0.375
'[23:27:16.408 06/02/2013]',-0.125
'[23:27:16.409 06/02/2013]',0.031
'[23:27:16.409 06/02/2013]',0.250
'[23:27:16.410 06/02/2013]',0.438
'[23:27:16.410 06/02/2013]',0.625
'[23:27:16.411 06/02/2013]',0.750
'[23:27:16.411 06/02/2013]',0.875
'[23:27:16.412 06/02/2013]',0.969
'[23:27:16.412 06/02/2013]',1.063
'[23:27:16.413 06/02/2013]',1.094
'[23:27:16.413 06/02/2013]',1.125
'[23:27:16.414 06/02/2013]',1.156
'[23:27:16.414 06/02/2013]',1.125
'[23:27:16.415 06/02/2013]',1.094
'[23:27:16.415 06/02/2013]',1.063
'[23:27:16.416 06/02/2013]',1.000
'[23:27:16.416 06/02/2013]',0.906
'[23:27:16.417 06/02/2013]',0.813
'[23:27:16.417 06/02/2013]',0.719
'[23:27:16.417 06/02/2013]',0.625
'[23:27:16.418 06/02/2013]',0.500
'[23:27:16.418 06/02/2013]',0.406
'[23:27:16.419 06/02/2013]',0.313
'[23:27:16.419 06/02/2013]',0.219
'[23:27:16.420 06/02/2013]',0.125
'[23:27:16.420 06/02/2013]',0.063
'[23:27:16.421 06/02/2013]',0.000
'[23:27:16.421 06/02/2013]',0.000
'[23:27:16.422 06/02/2013]',0.000
'[23:27:16.422 06/02/2013]',0.000
'[23:27:16.423 06/02/2013]',0.000
'[23:27:16.423 06/02/2013]',0.063
'[23:27:16.424 06/02/2013]',0.156
'[23:27:16.424 06/02/2013]',0.281
'[23:27:16.425 06/02/2013]',0.406
'[23:27:16.425 06/02/2013]',0.594
'[23:27:16.426 06/02/2013]',0.781
'[23:27:16.426 06/02/2013]',1.000
'[23:27:16.427 06/02/2013]',1.250
'[23:27:16.427 06/02/2013]',1.531
'[23:27:16.428 06/02/2013]',1.813
'[23:27:16.428 06/02/2013]',2.125
'[23:27:16.429 06/02/2013]',2.438
'[23:27:16.429 06/02/2013]',2.750
'[23:27:16.430 06/02/2013]',3.063
'[23:27:16.430 06/02/2013]',3.375
'[23:27:16.431 06/02/2013]',3.688
'[23:27:16.431 06/02/2013]',3.969
'[23:27:16.432 06/02/2013]',4.250
'[23:27:16.432 06/02/2013]',4.500
'[23:27:16.433 06/02/2013]',4.750
'[23:27:16.433 06/02/2013]',4.938
'[23:27:16.434 06/02/2013]',5.094
'[23:27:16.434 06/02/2013]',5.219
'[23:27:16.435 06/02/2013]',5.313
'[23:27:16.435 06/02/2013]',5.344
'[23:27:16.436 06/02/2013]',5.344
'[23:27:16.436 06/02/2013]',5.281
'[23:27:16.437 06/02/2013]',5.156
'[23:27:16.437 06/02/2013]',5.000
'[23:27:16.438 06/02/2013]',4.813
'[23:27:16.438 06/02/2013]',4.563
'[23:27:16.438 06/02/2013]',4.250
'[23:27:16.439 06/02/2013]',3.938
'[23:27:16.439 06/02/2013]',3.563
'[23:27:16.440 06/02/2013]',3.156
'[23:27:16.440 06/02/2013]',2.719
'[23:27:16.441 06/02/2013]',2.250
'[23:27:16.441 06/02/2013]',1.750
'[23:27:16.442 06/02/2013]',1.250
'[23:27:16.442 06/02/2013]',0.719
'[23:27:16.443 06/02/2013]',0.219
'[23:27:16.443 06/02/2013]',-0.250
'[23:27:16.444 06/02/2013]',-0.813
'[23:27:16.444 06/02/2013]',-1.313
'[23:27:16.445 06/02/2013]',-1.844
'[23:27:16.445 06/02/2013]',-2.375
'[23:27:16.446 06/02/2013]',-2.875
'[23:27:16.446 06/02/2013]',-3.344
'[23:27:16.447 06/02/2013]',-3.813
'[23:27:16.447 06/02/2013]',-4.281
'[23:27:16.448 06/02/2013]',-4.719
'[23:27:16.448 06/02/2013]',-5.125
'[23:27:16.449 06/02/2013]',-5.500
'[23:27:16.449 06/02/2013]',-5.875
'[23:27:16.450 06/02/2013]',-6.188
'[23:27:16.450 06/02/2013]',-6.500
'[23:27:16.451 06/02/2013]',-6.781
'[23:27:16.451 06/02/2013]',-7.031
'[23:27:16.452 06/02/2013]',-7.281
'[23:27:16.452 06/02/2013]',-7.469
'[23:27:16.453 06/02/2013]',-7.625
'[23:27:16.453 06/02/2013]',-7.781
'[23:27:16.454 06/02/2013]',-7.906
'[23:27:16.454 06/02/2013]',-8.000
'[23:27:16.455 06/02/2013]',-8.063
'[23:27:16.455 06/02/2013]',-8.094
'[23:27:16.456 06/02/2013]',-8.094
'[23:27:16.456 06/02/2013]',-8.094
'[23:27:16.457 06/02/2013]',-8.031
'[23:27:16.457 06/02/2013]',-7.969
'[23:27:16.458 06/02/2013]',-7.875
'[23:27:16.458 06/02/2013]',-7.719
'[23:27:16.458 06/02/2013]',-7.563
'[23:27:16.459 06/02/2013]',-7.375
'[23:27:16.459 06/02/2013]',-7.156
'[23:27:16.460 06/02/2013]',-6.938
'[23:27:16.460 06/02/2013]',-6.656
'[23:27:16.461 06/02/2013]',-6.375
'[23:27:16.461 06/02/2013]',-6.063
'[23:27:16.462 06/02/2013]',-5.719
'[23:27:16.462 06/02/2013]',-5.344
'[23:27:16.463 06/02/2013]',-4.969
'[23:27:16.463 06/02/2013]',-4.594
'[23:27:16.464 06/02/2013]',-4.188
'[23:27:16.464 06/02/2013]',-3.781
'[23:27:16.465 06/02/2013]',-3.344
'[23:27:16.465 06/02/2013]',-2.906
'[23:27:16.466 06/02/2013]',-2.469
'[23:27:16.466 06/02/2013]',-2.063
'[23:27:16.467 06/02/2013]',-1.625
'[23:27:16.467 06/02/2013]',-1.188
'[23:27:16.468 06/02/2013]',-0.781
'[23:27:16.468 06/02/2013]',-0.375
'[23:27:16.469 06/02/2013]',0.000
'[23:27:16.469 06/02/2013]',0.313
'[23:27:16.470 06/02/2013]',0.688
'[23:27:16.470 06/02/2013]',1.031
'[23:27:16.471 06/02/2013]',1.344
'[23:27:16.471 06/02/2013]',1.625
'[23:27:16.472 06/02/2013]',1.906
'[23:27:16.472 06/02/2013]',2.156
'[23:27:16.473 06/02/2013]',2.406
'[23:27:16.473 06/02/2013]',2.594
'[23:27:16.474 06/02/2013]',2.781
'[23:27:16.474 06/02/2013]',2.938
'[23:27:16.475 06/02/2013]',3.063
'[23:27:16.475 06/02/2013]',3.156
'[23:27:16.476 06/02/2013]',3.250
'[23:27:16.476 06/02/2013]',3.313
'[23:27:16.477 06/02/2013]',3.344
'[23:27:16.477 06/02/2013]',3.344
'[23:27:16.478 06/02/2013]',3.344
'[23:27:16.478 06/02/2013]',3.313
'[23:27:16.479 06/02/2013]',3.250
'[23:27:16.479 06/02/2013]',3.188
'[23:27:16.479 06/02/2013]',3.094
'[23:27:16.480 06/02/2013]',3.000
'[23:27:16.480 06/02/2013]',2.875
'[23:27:16.481 06/02/2013]',2.750
'[23:27:16.481 06/02/2013]',2.594
'[23:27:16.482 06/02/2013]',2.438
'[23:27:16.482 06/02/2013]',2.281
'[23:27:16.483 06/02/2013]',2.125
'[23:27:16.483 06/02/2013]',1.969
'[23:27:16.484 06/02/2013]',1.813
'[23:27:16.484 06/02/2013]',1.625
'[23:27:16.485 06/02/2013]',1.469
'[23:27:16.485 06/02/2013]',1.344
'[23:27:16.486 06/02/2013]',1.188
'[23:27:16.486 06/02/2013]',1.063
'[23:27:16.487 06/02/2013]',0.938
'[23:27:16.487 06/02/2013]',0.813
'[23:27:16.488 06/02/2013]',0.719
'[23:27:16.488 06/02/2013]',0.625
'[23:27:16.489 06/02/2013]',0.531
'[23:27:16.489 06/02/2013]',0.469
'[23:27:16.490 06/02/2013]',0.438
'[23:27:16.490 06/02/2013]',0.406
'[23:27:16.491 06/02/2013]',0.375
'[23:27:16.491 06/02/2013]',0.375
'[23:27:16.492 06/02/2013]',0.375
'[23:27:16.492 06/02/2013]',0.375
'[23:27:16.493 06/02/2013]',0.375
'[23:27:16.493 06/02/2013]',0.406
'[23:27:16.494 06/02/2013]',0.438
'[23:27:16.494 06/02/2013]',0.469
'[23:27:16.495 06/02/2013]',0.531
'[23:27:16.495 06/02/2013]',0.563
'[23:27:16.496 06/02/2013]',0.594
'[23:27:16.496 06/02/2013]',0.625
'[23:27:16.497 06/02/2013]',0.656
'[23:27:16.497 06/02/2013]',0.656
'[23:27:16.498 06/02/2013]',0.656
'[23:27:16.498 06/02/2013]',0.656
'[23:27:16.499 06/02/2013]',0.625
'[23:27:16.499 06/02/2013]',0.594
'[23:27:16.500 06/02/2013]',0.531
'[23:27:16.500 06/02/2013]',0.438
'[23:27:16.500 06/02/2013]',0.313
'[23:27:16.501 06/02/2013]',0.188
'[23:27:16.501 06/02/2013]',0.031
'[23:27:16.502 06/02/2013]',-0.063
'[23:27:16.502 06/02/2013]',-0.281
'[23:27:16.503 06/02/2013]',-0.500
'[23:27:16.503 06/02/2013]',-0.750
'[23:27:16.504 06/02/2013]',-1.000
'[23:27:16.504 06/02/2013]',-1.281
'[23:27:16.505 06/02/2013]',-1.594
'[23:27:16.505 06/02/2013]',-1.938
'[23:27:16.506 06/02/2013]',-2.250
'[23:27:16.506 06/02/2013]',-2.625
'[23:27:16.507 06/02/2013]',-2.969
'[23:27:16.507 06/02/2013]',-3.344
'[23:27:16.508 06/02/2013]',-3.719
'[23:27:16.508 06/02/2013]',-4.094
'[23:27:16.509 06/02/2013]',-4.500
'[23:27:16.509 06/02/2013]',-4.875
'[23:27:16.510 06/02/2013]',-5.250
'[23:27:16.510 06/02/2013]',-5.625
'[23:27:16.511 06/02/2013]',-6.000
'[23:27:16.511 06/02/2013]',-6.344
'[23:27:16.512 06/02/2013]',-6.688
'[23:27:16.512 06/02/2013]',-7.000
'[23:27:16.513 06/02/2013]',-7.344
'[23:27:16.513 06/02/2013]',-7.625
'[23:27:16.514 06/02/2013]',-7.906
'[23:27:16.514 06/02/2013]',-8.156
'[23:27:16.515 06/02/2013]',-8.406
'[23:27:16.515 06/02/2013]',-8.625
'[23:27:16.516 06/02/2013]',-8.844
'[23:27:16.516 06/02/2013]',-9.031
'[23:27:16.517 06/02/2013]',-9.188
'[23:27:16.517 06/02/2013]',-9.313
'[23:27:16.518 06/02/2013]',-9.438
'[23:27:16.518 06/02/2013]',-9.531
'[23:27:16.519 06/02/2013]',-9.625
'[23:27:16.519 06/02/2013]',-9.656
'[23:27:16.520 06/02/2013]',-9.688
'[23:27:16.520 06/02/2013]',-9.719
'[23:27:16.521 06/02/2013]',-9.688
'[23:27:16.521 06/02/2013]',-9.656
'[23:27:16.521 06/02/2013]',-9.594
'[23:27:16.522 06/02/2013]',-9.531
'[23:27:16.522 06/02/2013]',-9.406
'[23:27:16.523 06/02/2013]',-9.281
'[23:27:16.523 06/02/2013]',-9.156
'[23:27:16.524 06/02/2013]',-8.969
'[23:27:16.524 06/02/2013]',-8.781
'[23:27:16.525 06/02/2013]',-8.563
'[23:27:16.525 06/02/2013]',-8.344
'[23:27:16.526 06/02/2013]',-8.094
'[23:27:16.526 06/02/2013]',-7.813
'[23:27:16.527 06/02/2013]',-7.531
'[23:27:16.527 06/02/2013]',-7.219
'[23:27:16.528 06/02/2013]',-6.906
'[23:27:16.528 06/02/2013]',-6.563
'[23:27:16.529 06/02/2013]',-6.219
'[23:27:16.529 06/02/2013]',-5.844
'[23:27:16.530 06/02/2013]',-5.500
'[23:27:16.530 06/02/2013]',-5.094
'[23:27:16.531 06/02/2013]',-4.719
'[23:27:16.531 06/02/2013]',-4.344
'[23:27:16.532 06/02/2013]',-3.938
'[23:27:16.532 06/02/2013]',-3.563
'[23:27:16.533 06/02/2013]',-3.188
'[23:27:16.533 06/02/2013]',-2.813
'[23:27:16.534 06/02/2013]',-2.469
'[23:27:16.534 06/02/2013]',-2.125
'[23:27:16.535 06/02/2013]',-1.813
'[23:27:16.535 06/02/2013]',-1.500
'[23:27:16.536 06/02/2013]',-1.219
'[23:27:16.536 06/02/2013]',-0.969
'[23:27:16.537 06/02/2013]',-0.750
'[23:27:16.537 06/02/2013]',-0.563
'[23:27:16.538 06/02/2013]',-0.406
'[23:27:16.538 06/02/2013]',-0.281
'[23:27:16.539 06/02/2013]',-0.188
'[23:27:16.539 06/02/2013]',-0.125
'[23:27:16.540 06/02/2013]',-0.094
'[23:27:16.540 06/02/2013]',-0.094
'[23:27:16.541 06/02/2013]',-0.125
'[23:27:16.541 06/02/2013]',-0.188
'[23:27:16.542 06/02/2013]',-0.281
'[23:27:16.542 06/02/2013]',-0.406
'[23:27:16.542 06/02/2013]',-0.563
'[23:27:16.543 06/02/2013]',-0.750
'[23:27:16.543 06/02/2013]',-0.938
'[23:27:16.544 06/02/2013]',-1.156
'[23:27:16.544 06/02/2013]',-1.375
'[23:27:16.545 06/02/2013]',-1.625
'[23:27:16.545 06/02/2013]',-1.906
'[23:27:16.546 06/02/2013]',-2.188
'[23:27:16.546 06/02/2013]',-2.469
'[23:27:16.547 06/02/2013]',-2.750
'[23:27:16.547 06/02/2013]',-3.063
'[23:27:16.548 06/02/2013]',-3.344
'[23:27:16.548 06/02/2013]',-3.656
'[23:27:16.549 06/02/2013]',-3.969
'[23:27:16.549 06/02/2013]',-4.281
'[23:27:16.550 06/02/2013]',-4.563
'[23:27:16.550 06/02/2013]',-4.875
'[23:27:16.551 06/02/2013]',-5.188
'[23:27:16.551 06/02/2013]',-5.469
'[23:27:16.552 06/02/2013]',-5.750
'[23:27:16.552 06/02/2013]',-6.031
'[23:27:16.553 06/02/2013]',-6.313
'[23:27:16.553 06/02/2013]',-6.594
'[23:27:16.554 06/02/2013]',-6.844
'[23:27:16.554 06/02/2013]',-7.094
'[23:27:16.555 06/02/2013]',-7.344
'[23:27:16.555 06/02/2013]',-7.563
'[23:27:16.556 06/02/2013]',-7.781
'[23:27:16.556 06/02/2013]',-7.969
'[23:27:16.557 06/02/2013]',-8.156
'[23:27:16.557 06/02/2013]',-8.344
'[23:27:16.558 06/02/2013]',-8.469
'[23:27:16.558 06/02/2013]',-8.625
'[23:27:16.559 06/02/2013]',-8.750
'[23:27:16.559 06/02/2013]',-8.844
'[23:27:16.560 06/02/2013]',-8.938
'[23:27:16.560 06/02/2013]',-9.000
'[23:27:16.561 06/02/2013]',-9.063
'[23:27:16.561 06/02/2013]',-9.094
'[23:27:16.562 06/02/2013]',-9.094
'[23:27:16.562 06/02/2013]',-9.094
'[23:27:16.563 06/02/2013]',-9.094
'[23:27:16.563 06/02/2013]',-9.063
'[23:27:16.563 06/02/2013]',-9.031
'[23:27:16.564 06/02/2013]',-8.969
'[23:27:16.564 06/02/2013]',-8.906
'[23:27:16.565 06/02/2013]',-8.844
'[23:27:16.565 06/02/2013]',-8.750
'[23:27:16.566 06/02/2013]',-8.688
'[23:27:16.566 06/02/2013]',-8.625
'[23:27:16.567 06/02/2013]',-8.531
'[23:27:16.567 06/02/2013]',-8.469
'[23:27:16.568 06/02/2013]',-8.406
'[23:27:16.568 06/02/2013]',-8.344
'[23:27:16.569 06/02/2013]',-8.281
'[23:27:16.569 06/02/2013]',-8.250
'[23:27:16.570 06/02/2013]',-8.250
'[23:27:16.570 06/02/2013]',-8.250
'[23:27:16.571 06/02/2013]',-8.250
'[23:27:16.571 06/02/2013]',-8.313
'[23:27:16.572 06/02/2013]',-8.375
'[23:27:16.572 06/02/2013]',-8.438
'[23:27:16.573 06/02/2013]',-8.531
'[23:27:16.573 06/02/2013]',-8.688
'[23:27:16.574 06/02/2013]',-8.813
'[23:27:16.574 06/02/2013]',-9.000
'[23:27:16.575 06/02/2013]',-9.188
'[23:27:16.575 06/02/2013]',-9.406
'[23:27:16.576 06/02/2013]',-9.625
'[23:27:16.576 06/02/2013]',-9.906
'[23:27:16.577 06/02/2013]',-10.156
'[23:27:16.577 06/02/2013]',-10.438
'[23:27:16.578 06/02/2013]',-10.750
'[23:27:16.578 06/02/2013]',-11.063
'[23:27:16.579 06/02/2013]',-11.375
'[23:27:16.579 06/02/2013]',-11.688
'[23:27:16.580 06/02/2013]',-12.031
'[23:27:16.580 06/02/2013]',-12.375
'[23:27:16.581 06/02/2013]',-12.719
'[23:27:16.581 06/02/2013]',-13.031
'[23:27:16.582 06/02/2013]',-13.375
'[23:27:16.582 06/02/2013]',-13.688
'[23:27:16.583 06/02/2013]',-14.031
'[23:27:16.583 06/02/2013]',-14.313
'[23:27:16.583 06/02/2013]',-14.625
'[23:27:16.584 06/02/2013]',-14.906
'[23:27:16.584 06/02/2013]',-15.188
'[23:27:16.585 06/02/2013]',-15.438
'[23:27:16.585 06/02/2013]',-15.656
'[23:27:16.586 06/02/2013]',-15.875
'[23:27:16.586 06/02/2013]',-16.063
'[23:27:16.587 06/02/2013]',-16.219
'[23:27:16.587 06/02/2013]',-16.375
'[23:27:16.588 06/02/2013]',-16.469
'[23:27:16.588 06/02/2013]',-16.563
'[23:27:16.589 06/02/2013]',-16.594
'[23:27:16.589 06/02/2013]',-16.625
'[23:27:16.590 06/02/2013]',-16.594
'[23:27:16.590 06/02/2013]',-16.563
'[23:27:16.591 06/02/2013]',-16.469
'[23:27:16.591 06/02/2013]',-16.375
'[23:27:16.592 06/02/2013]',-16.219
'[23:27:16.592 06/02/2013]',-16.031
'[23:27:16.593 06/02/2013]',-15.813
'[23:27:16.593 06/02/2013]',-15.563
